Score,City,X,Y,Name,Type_1,city,county,FullAddress
96.72,Espanola,-106.0891263,36.01344165,ROMEROS PRODUCE,Small Grocery Store,Espanola,RIO ARRIBA,19543 US 285-84
100,Espanola,-106.0641144,36.00429081,SUPER SAVE DISCOUNT FOODS #104,Supermarket,Espanola,RIO ARRIBA,930 N Riverside Dr
98.91,Espanola,-106.0898336,36.01651211,THE LOVIN OVEN BAKERY SH,Small Grocery Store,Espanola,RIO ARRIBA,340 ONATE ST.
100,Espanola,-106.0650011,36.00764853,Walgreens 5157,Combination Grocery/Other,Espanola,RIO ARRIBA,1115 N Riverside Dr
100,Espanola,-106.0645743,36.0154519,Walmart 2656,Super Store,Espanola,RIO ARRIBA,1610 N Riverside Dr
100,Espanola,-106.0645743,36.0154519,WALMART  2656,Supermarket,Espanola,RIO ARRIBA,1610 N Riverside Dr
100,Espanola,-106.0628934,36.00085735,CENTER MARKET INC,Supermarket,Espanola,SANTA FE,708D N Riverside Dr
98.3,Estancia,-106.0553133,34.76471731,Dollar General 21590,Combination Grocery/Other,Estancia,TORRANCE,714 5th Street North
98.83,Estancia,-106.0553133,34.76471731,Family Dollar Store 7750,Combination Grocery/Other,Estancia,TORRANCE,701 N 5th St
94.54,Estancia,-106.1314878,34.7615139,OLD MILL MARKET,Fruits/Veg Specialty,Estancia,TORRANCE,PO Box 186
96.31,Estancia,-106.0547689,34.75760292,ROAD RUNNER MARKET,Medium Grocery Store,Estancia,TORRANCE,1 JENNIFER PLACE
96.32,Eunice,-103.1594645,32.42453259,DOLLAR GENERAL 13267,Combination Grocery/Other,Eunice,LEA,1503 N Main St
100,Eunice,-103.1594645,32.42453259,Family Dollar Store 2528,Combination Grocery/Other,Eunice,LEA,914 Main St
98.33,Eunice,-103.1548856,32.43737339,LOWES 4,Supermarket,Eunice,LEA,1326 AVE J
89.09,Aztec,-108.047352,36.9996735,HOLSUM BAKERY THRIFT STORE #122,Bakery Specialty,Farmington,SAN JUAN,1017 MURRAY DR
100,Farmington,-108.1471956,36.76739039,Albertsons 824,Supermarket,Farmington,SAN JUAN,4909 E Main St
99.08,Farmington,-108.1797371,36.74785397,Big Lots 4458,Combination Grocery/Other,Farmington,SAN JUAN,909 Farmington Ave
96.91,Farmington,-108.302699,36.73424687,CAMACHO PRODUCE,Fruits/Veg Specialty,Farmington,SAN JUAN,5598 US HWY 64 #15
100,Farmington,-108.0821488,36.7347807,DINO'S MART,Combination Grocery/Other,Farmington,SAN JUAN,405 Road 390
100,Farmington,-108.1028535,36.79052699,Dollar General 10174,Combination Grocery/Other,Farmington,SAN JUAN,3030 E Main St
93.82,Farmington,-108.1929387,36.72833753,Dollar General 12986,Combination Grocery/Other,Farmington,SAN JUAN,506 E Broadway
100,Farmington,-108.2497987,36.73695192,Dollar General 13295,Combination Grocery/Other,Farmington,SAN JUAN,4700 W Main St
99.08,Farmington,-108.1756075,36.7254725,DOLLAR GENERAL 14109,Combination Grocery/Other,Farmington,SAN JUAN,1110 South Dustin Rd
100,Farmington,-108.0699649,36.69750917,Dollar General 15260,Combination Grocery/Other,Farmington,SAN JUAN,2 Road 5377
100,Farmington,-108.1567568,36.72833997,Dollar General 20531,Combination Grocery/Other,Farmington,SAN JUAN,4515 Wildflower Dr
100,Farmington,-108.2019227,36.74842228,Dollar General 21923,Combination Grocery/Other,Farmington,SAN JUAN,390 E 20th St
99.05,Farmington,-108.0783496,36.75460882,Dollar General 25035,Combination Grocery/Other,Farmington,SAN JUAN,8 County Rd 3720
100,Farmington,-108.1028535,36.79052699,DOLLAR TREE 2683,Combination Grocery/Other,Farmington,SAN JUAN,4601 E Main St
100,Farmington,-108.1929387,36.72833753,Dollar Tree 5772,Combination Grocery/Other,Farmington,SAN JUAN,501 E Broadway
100,Farmington,-108.1798606,36.7400014,Family Dollar Store 2937,Combination Grocery/Other,Farmington,SAN JUAN,909A Farmington Ave
100,Farmington,-108.213116,36.7290249,Family Dollar Store 5080,Combination Grocery/Other,Farmington,SAN JUAN,660 W Main St
100,Farmington,-108.2474108,36.73515291,Farmington Growers Market,Farmers' Market,Farmington,SAN JUAN,3041 W Main St
100,Farmington,-108.1659176,36.74440509,Farmington Growers Market,Farmers' Market,Farmington,SAN JUAN,3041 E Main St
100,Farmington,-108.1764975,36.73931777,Fresh For Less,Medium Grocery Store,Farmington,SAN JUAN,2330 E Main St
100,Farmington,-108.1764975,36.73931777,Fresh for Less Produce,Combination Grocery/Other,Farmington,SAN JUAN,2330 E Main St
99.08,Farmington,-108.1797371,36.74785397,FURR'S  892,Supermarket,Farmington,SAN JUAN,909 FARMINGTON AVE.
100,Farmington,-108.1851383,36.74824145,FURRS  811,Supermarket,Farmington,SAN JUAN,1700 E 20th St
100,Farmington,-108.1764975,36.73931777,GARDEN FRESH FRUIT,Large Grocery Store,Farmington,SAN JUAN,2330 E Main St
97.81,Farmington,-108.2497987,36.73695192,GARDEN FRESH FRUIT MARKET #6,Fruits/Veg Specialty,Farmington,SAN JUAN,2330 MAIN STREET
100,Farmington,-108.208635,36.72716701,Harvest Food Hub,Combination Grocery/Other,Farmington,SAN JUAN,310 W Animas St
100,Farmington,-108.1741933,36.73985868,HGL WONDER BREAD THRIFT,Small Grocery Store,Farmington,SAN JUAN,2405 E Main St
99.03,Farmington,-108.1837885,36.73500861,HOLSUM BAKERY THRIFT STORE 01,Bakery Specialty,Farmington,SAN JUAN,1930 SAN JUAN BLVD
94.17,Farmington,-108.1837885,36.73500861,HOLSUM THRIFT STORE  6224,Bakery Specialty,Farmington,SAN JUAN,1930 SAN JUAN BLVD.
100,Farmington,-108.1416972,36.71153645,KERBY ORCHARD,Fruits/Veg Specialty,Farmington,SAN JUAN,5471 Highway 64
100,Farmington,-108.1653795,36.74503954,Kmart 7035,Super Store,Farmington,SAN JUAN,3000 E Main St
100,Farmington,-108.1707239,36.71918743,La Potra Y Los Potrillos,Small Grocery Store,Farmington,SAN JUAN,3011 Bloomfield Hwy
100,Farmington,-108.1631494,36.74690444,Manila Sunrise,Medium Grocery Store,Farmington,SAN JUAN,3150 E Main St
100,Farmington,-108.1837885,36.73500861,Mercado Y Carnecieria Sonora,Medium Grocery Store,Farmington,SAN JUAN,2101 San Juan Blvd
98.83,Farmington,-108.302699,36.73424687,MONTANO MARKET & TRADING CO.,Small Grocery Store,Farmington,SAN JUAN,4640 HWY. 64
100,Farmington,-108.196327,36.74829622,Natural Grocers By Vitamin Cottage U042,Supermarket,Farmington,SAN JUAN,700 E 20th St
93.23,Farmington,-108.1692263,36.19713237,NAVAJO PRODUCE,Fruits/Veg Specialty,Farmington,SAN JUAN,HWY 371
100,Farmington,-108.1028535,36.79052699,Papa Murphy's Pizza NM05,Bakery Specialty,Farmington,SAN JUAN,3554 E Main St
100,Farmington,-108.1028535,36.79052699,PAPA MURPHYS TAKE N BAKE PIZZA,Bakery Specialty,Farmington,SAN JUAN,3554 E Main St
100,Farmington,-108.2163298,36.72904893,SAFEWAY  683,Supermarket,Farmington,SAN JUAN,730 W Main St
100,Farmington,-108.1585161,36.75089376,SAFEWAY  2004,Supermarket,Farmington,SAN JUAN,3540 E Main St
100,Farmington,-108.152525,36.76494909,Sam's Club 6347,Super Store,Farmington,SAN JUAN,4500 E Main St
100,Farmington,-108.166274,36.77548482,San Juan College Harvest Food Hub,Combination Grocery/Other,Farmington,SAN JUAN,5101 College Blvd
92.32,Farmington,-108.189183,36.73133024,SAN JUAN COUNTY FARMERS MARKET,Farmers' Market,Farmington,SAN JUAN,SE SAN JUAN BLVD@SCOTT AVE
100,Farmington,-108.1028535,36.79052699,Shamrock Foodservice Warehouse 537,Super Store,Farmington,SAN JUAN,3030 E Main St
100,Farmington,-108.1981777,36.74839715,Smith's 409,Super Store,Farmington,SAN JUAN,600 E 20th St
100,Farmington,-108.1561165,36.75753251,SO:LO  860,Supermarket,Farmington,SAN JUAN,4001 E Main St
100,Farmington,-108.1873022,36.74823886,SOUTHWEST CASH & CARRY,Combination Grocery/Other,Farmington,SAN JUAN,2621 E 20th St
100,Farmington,-108.1475163,36.7674237,TARGET STORE T 952,Super Store,Farmington,SAN JUAN,4900 E Main St
100,Farmington,-108.1598379,36.71918289,THE FRUIT SHED,Fruits/Veg Specialty,Farmington,SAN JUAN,3910 Bloomfield Hwy
100,Farmington,-108.2120541,36.724329,VALENCIA TRADING POST,Medium Grocery Store,Farmington,SAN JUAN,506 W Maple St
100,Farmington,-108.2120541,36.724329,Valencia Trading Post,Small Grocery Store,Farmington,SAN JUAN,506 W Maple St
100,Farmington,-108.1028535,36.79052699,WAL-MART STORE  826,Super Store,Farmington,SAN JUAN,4600 E Main St
100,Farmington,-108.196327,36.74829622,WALGREENS  9067,Combination Grocery/Other,Farmington,SAN JUAN,701 E 20th St
100,Farmington,-108.1557387,36.75969847,WALGREENS  4510,Combination Grocery/Other,Farmington,SAN JUAN,4221 E Main St
98.91,Farmington,-108.1028535,36.79052699,WALGREENS #1146 01146,Combination Grocery/Other,Farmington,SAN JUAN,4601 E MAIN ST
100,Farmington,-108.1028535,36.79052699,Walmart 826,Super Store,Farmington,SAN JUAN,4600 E Main St
100,Farmington,-108.2275709,36.73125152,Walmart SUPERCENTER 3428,Super Store,Farmington,SAN JUAN,1400 W Main St
96.41,Farmington,-108.1028535,36.79052699,WILDLY NATURAL FOODS,Unknown,Farmington,SAN JUAN,3030 E Main St Ste M
100,Farmington,-108.1146132,36.78385233,WONDER BREAD  2,Bakery Specialty,Farmington,SAN JUAN,7208 E Main St
96.41,Farmington,-108.1873022,36.74823886,WONDER BREAD  1,Bakery Specialty,Farmington,SAN JUAN,2017 E 20th St Ste A
97.05,Fence Lake,-108.6735607,34.65349438,BOGARTS MIDWAY MINI MART,Small Grocery Store,FENCE LAKE,CIBOLA,HWY. 36 P.O. BOX 698
99.5,Flora Vista,-108.0901439,36.81267233,BROWN'S PROCESSING,Meat/Poultry Specialty,Flora Vista,SAN JUAN,75 Road 3535 # 75
100,Flora Vista,-108.0823419,36.80469562,Dollar General 16991,Combination Grocery/Other,Flora Vista,SAN JUAN,848 NM 516
100,Flora Vista,-108.0894444,36.80007284,Farmers Family Center,Supermarket,Flora Vista,SAN JUAN,816 NM 516
99.08,Fort Sumner,-104.2456329,34.48834887,DAVE'S GROCERY,Large Grocery Store,Fort Sumner,DE BACA,681 North 4th Street
98.83,Fort Sumner,-104.2435418,34.47012045,Family Dollar 8255,Combination Grocery/Other,Fort Sumner,DE BACA,119 S 6th St
98.83,Fort Sumner,-104.2435418,34.47012045,Family Dollar 8255,Combination Grocery/Other,Fort Sumner,DE BACA,119 S 6th St
100,Fort Sumner,-104.2038997,34.4583253,Fort Sumner  Processing,Small Grocery Store,Fort Sumner,DE BACA,26450 US Highway 60
98.97,Fort Sumner,-104.2347626,34.46830518,Fort Sumner Farmer's Maker's Market,Farmers' Market,Fort Sumner,DE BACA,1099 E Sumner Ave
99.05,Fort Sumner,-104.2347626,34.46830518,Fort Sumner Farmer's Market,Farmers' Market,Fort Sumner,DE BACA,213 E Sumner Avenue
97.71,Fort Sumner,-104.2506373,34.47358726,VILLAGE COUNTRY STORE,Large Grocery Store,Fort Sumner,DE BACA,515 SUMNER AVE
98.83,Fruitland,-108.3956435,36.73669964,FRUITLAND TRADING CO,Small Grocery Store,FRUITLAND,SAN JUAN,5 RD 6677
100,Gallina,-106.7375247,36.19961315,Kountry Kwik Stop,Combination Grocery/Other,Gallina,RIO ARRIBA,1794 State Rd 96
97.04,Continental Divide,-108.3000465,35.41864684,BIG KMART  7367,Combination Grocery/Other,Gallup,MCKINLEY,1312 W 140 FRONTAGE RD
100,Gallup,-108.6951413,35.52920896,Albertsons 2902,Supermarket,Gallup,MCKINLEY,1702 E Historic Highway 66
100,Gallup,-108.7587231,35.53551997,Big Lots 4471,Combination Grocery/Other,Gallup,MCKINLEY,900 US Highway 491
100,Gallup,-108.7586699,35.53899411,BUDD & AL'S PRODUCE INC.,Meat/Poultry Specialty,Gallup,MCKINLEY,1100 Highway 491
100,Gallup,-108.7261589,35.52991875,CAL MAR,Supermarket,Gallup,MCKINLEY,1120 E Historic Highway 66
100,Gallup,-108.7451505,35.525366,CALIFORNIA SUPERAMA,Supermarket,Gallup,MCKINLEY,403 W Aztec Ave
100,Gallup,-108.7207873,35.5300917,DINE GRILL & JOHNS MEAT MARKET,Small Grocery Store,Gallup,MCKINLEY,1323 E Historic Highway 66
100,Gallup,-108.7442996,35.50707235,DINE GRILL & MEAT MARKET AT E.T.,Meat/Poultry Specialty,Gallup,MCKINLEY,1980 State Road 602
100,Gallup,-108.739947,35.51974586,DOLLAR GENERAL 10282,Combination Grocery/Other,Gallup,MCKINLEY,805 S 2nd St
100,Gallup,-108.7058882,35.52935452,Dollar General 12336,Combination Grocery/Other,Gallup,MCKINLEY,2408 E Historic Highway 66
99.03,Gallup,-108.7933235,35.5122582,Dollar General 22934,Combination Grocery/Other,Gallup,MCKINLEY,3075 W Historic Hwy 66
100,Gallup,-108.7751674,35.52452767,Dollar Tree 3268,Combination Grocery/Other,Gallup,MCKINLEY,1742 W Maloney Ave
99.03,Gallup,-108.6951413,35.52920896,DOLLARTREE 8685,Combination Grocery/Other,Gallup,MCKINLEY,2790 E Historic Hwy 66
100,Gallup,-108.7439995,35.53225555,F & R MARKET,Small Grocery Store,Gallup,MCKINLEY,116 W Wilson Ave
100,Gallup,-108.7439995,35.53225555,F & R MARKET,Small Grocery Store,Gallup,MCKINLEY,116 W Wilson Ave
100,Gallup,-108.8202183,35.50746192,Family Dollar 11582,Combination Grocery/Other,Gallup,MCKINLEY,3185 W Historic Highway 66
100,Gallup,-108.6917795,35.52915433,Family Dollar 11719,Combination Grocery/Other,Gallup,MCKINLEY,2800 E Historic Highway 66
100,Gallup,-108.8202183,35.50746192,Family Dollar 11582,Combination Grocery/Other,Gallup,MCKINLEY,3185 W Historic Highway 66
100,Gallup,-108.7590525,35.53290024,Family Dollar Store 3760,Combination Grocery/Other,Gallup,MCKINLEY,706 Hwy 491
100,Gallup,-108.7390079,35.50516282,Family Dollar Store 6621,Combination Grocery/Other,Gallup,MCKINLEY,2041 S 2nd St
100,Gallup,-108.8947297,35.63370194,Family Dollar Store 9288,Combination Grocery/Other,Gallup,MCKINLEY,1587 Highway 264
100,Gallup,-108.745114,35.52921451,FELICIANOS BAKERY,Bakery Specialty,Gallup,MCKINLEY,410 N 3rd St
97.93,Gallup,-108.7451325,35.52224201,GALAS PRODUCE,Fruits/Veg Specialty,Gallup,MCKINLEY,504 W Green St
100,Gallup,-108.742794,35.52608992,Gallup Farmers Market,Farmers' Market,Gallup,MCKINLEY,215 W Aztec Ave
100,Gallup,-108.6951413,35.52920896,GARDEN FRESH FRUIT MARKET #9,Fruits/Veg Specialty,Gallup,MCKINLEY,2100 E Historic Highway 66
88.5,Gallup,-108.728412,35.50361201,J & R MERCANTILE,Combination Grocery/Other,Gallup,MCKINLEY,4 MILES N. OF GALLUP ON HWY. 666
100,Gallup,-108.6900485,35.52071308,JOSE RA OLGUIN,Fruits/Veg Specialty,Gallup,MCKINLEY,3032 Dairy Dr
92.04,Gallup,-108.7022284,35.52930619,JUST FRUITS AND VEGETABLES,Fruits/Veg Specialty,Gallup,MCKINLEY,OLD ROUTE 66
100,Gallup,-108.7016028,35.52930256,K & G Malco,Large Grocery Store,Gallup,MCKINLEY,2500 E Historic Highway 66
100,Gallup,-108.740642,35.52779401,La Montanita Food Co-op,Medium Grocery Store,Gallup,MCKINLEY,105 E Coal Ave
100,Gallup,-108.7451505,35.525366,LOWES 22,Supermarket,Gallup,MCKINLEY,403 W Aztec Ave
100,Gallup,-108.7261589,35.52991875,LOWES 21,Super Store,Gallup,MCKINLEY,1120 E Historic Highway 66
100,Gallup,-108.7708118,35.51627577,LOWES 23,Super Store,Gallup,MCKINLEY,200 Marguerite St
100,Gallup,-108.7336319,35.53474282,PEOPLES MARKET,Small Grocery Store,Gallup,MCKINLEY,610 E Pershing Ave
100,Gallup,-108.6951413,35.52920896,PICK 'N SAVE FOOD MART,Medium Grocery Store,Gallup,MCKINLEY,2102 E Historic Highway 66
90.36,Gallup,-108.7290723,35.5282279,PINEDALE TRADING POST,Small Grocery Store,Gallup,MCKINLEY,NAVAJO RT. 49
100,Gallup,-108.74733,35.53013602,PLESE GROCERY AND MARKET,Small Grocery Store,Gallup,MCKINLEY,400 W Maloney Ave
96.85,Gallup,-108.758701,35.54391175,PRICE RITE  572,Supermarket,Gallup,MCKINLEY,980 N. US HWY. 666
100,Gallup,-108.7058882,35.52935452,Pronto Express 107,Small Grocery Store,Gallup,MCKINLEY,2424 E Highway 66
100,Gallup,-108.7058882,35.52935452,PRONTO FINA FOOD MARKET,Medium Grocery Store,Gallup,MCKINLEY,2424 E Historic Highway 66
96.78,Gallup,-108.7458508,35.5241209,PURITAN BAKERY,Bakery Specialty,Gallup,MCKINLEY,212 WEST HILL
96.56,Gallup,-108.7458508,35.5241209,PURITAN BAKERY,Bakery Specialty,Gallup,MCKINLEY,212 W. HILL
95.9,Gallup,-108.7458508,35.5241209,PURITAN BAKERY,Bakery Specialty,Gallup,MCKINLEY,212 W HILL ST
100,Gallup,-108.7432169,35.52701174,PURITAN BAKERY,Bakery Specialty,Gallup,MCKINLEY,206 W Coal Ave
100,Gallup,-108.7483888,35.52634024,Red Rock Beef Jerky,Meat/Poultry Specialty,Gallup,MCKINLEY,602 W Historic Highway 66
100,Gallup,-108.7587231,35.53551997,SAFEWAY  1743,Supermarket,Gallup,MCKINLEY,980 Highway 491
100,Gallup,-108.7590525,35.53290024,SAFEWAY #2043 243,Supermarket,Gallup,MCKINLEY,702 Highway 491
100,Gallup,-108.7710483,35.51335283,SHOP N SAVE WAREHOUSE FOODS,Supermarket,Gallup,MCKINLEY,217 Marguerite St
98.75,Gallup,-108.7395592,35.50076779,SOUTHSIDE DINER & MEAT MARKET,Meat/Poultry Specialty,Gallup,MCKINLEY,1980 HWY 602
98.91,Gallup,-108.7586999,35.54284328,T & R MARKET,Super Store,Gallup,MCKINLEY,671 Highway 491
100,Gallup,-108.7597261,35.5307522,T & R SUPER STATION,Supermarket,Gallup,MCKINLEY,667 Highway 491
100,Gallup,-108.74733,35.53013602,TED'S 7-11 GROCERY & PAWN,Combination Grocery/Other,Gallup,MCKINLEY,412 W Maloney Ave
97.19,Gallup,-108.710339,35.53603828,The Community Pantry,Meat/Poultry Specialty,Gallup,MCKINLEY,1130 E. Hasler Valley Rd
100,Gallup,-108.7421767,35.52823397,The Filipino Market,Combination Grocery/Other,Gallup,MCKINLEY,109 W Historic Highway 66
91.68,Gallup,-108.7355226,35.5202858,THRIFTWAY  204,Unknown,Gallup,MCKINLEY,HCR 4 BOX 20
100,Gallup,-108.714935,35.5296985,WALGREENS 9007,Combination Grocery/Other,Gallup,MCKINLEY,1870 E Historic Highway 66
100,Gallup,-108.7441565,35.53107752,Walmart SUPERCENTER  906,Super Store,Gallup,MCKINLEY,1650 W Maloney Ave
100,Gallup,-108.7441565,35.53107752,Walmart SUPERCENTER  906,Super Store,Gallup,MCKINLEY,1650 W Maloney Ave
91.75,Gallup,-108.7576015,35.52325739,WESTEND DONUT & DELI,Small Grocery Store,Gallup,MCKINLEY,3030 West 66 Ave
100,Gallup,-108.8163517,35.50813539,Westend Doughnut & Deli,Combination Grocery/Other,Gallup,MCKINLEY,3030 W Historic Highway 66
100,Gallup,-108.7432169,35.52701174,WILD SAGE PEOPLE'S MARKET MARKET,Small Grocery Store,Gallup,MCKINLEY,226 W Coal Ave
100,Gallup,-108.7447733,35.52845427,ZANIOS FOOD CASH AND CARRY,Wholesaler,Gallup,MCKINLEY,101 N 3rd St
98.36,Gamerco,-108.7626033,35.5738709,GALAS PRODUCE,Fruits/Veg Specialty,Gallup,MCKINLEY,NULL
96.01,Gamerco,-108.763416,35.56522196,NAVAJO SHOPPING CENTER,Medium Grocery Store,GAMERCO,MCKINLEY,CHINO AVE.
96.01,Gamerco,-108.763416,35.56522196,NAVAJO SHOPPING CENTER,Medium Grocery Store,GAMERCO,MCKINLEY,CHINO AVE.
96.79,Garfield,-107.2648756,32.75149371,LOMA PARDA TRADING COMPANY,Small Grocery Store,GARFIELD,DONA ANA,8980 N HWY 187
98.79,Garfield,-107.2648756,32.75149371,PAT'S GROCERY,Small Grocery Store,GARFIELD,DONA ANA,HWY 187
97.5,Gila,-108.5808045,32.95385622,VALLEY MARKET & SUPPLY,Small Grocery Store,GILA,GRANT,410 HIGHWAY 211
95.71,Gladstone,-103.9772521,36.3047267,GLADSTONE MERCANTILE,Small Grocery Store,GLADSTONE,UNION,HWY 56 NULL
100,Grants,-107.856817,35.15350851,1912 Market On 66,Combination Grocery/Other,Grants,CIBOLA,705 W Santa Fe Ave
100,Grants,-107.856817,35.15350851,CHILE EXPRESS,Fruits/Veg Specialty,Grants,CIBOLA,705 W Santa Fe Ave
100,Grants,-107.856817,35.15350851,CHILE EXPRESS,Fruits/Veg Specialty,Grants,CIBOLA,705 W Santa Fe Ave
94.08,Grants,-107.8576695,35.1535871,CORONA ENTERPRISES,Fruits/Veg Specialty,Grants,CIBOLA,PO Box 961
98.94,Grants,-107.8361345,35.16115334,Dollar General 6791,Combination Grocery/Other,Grants,CIBOLA,500 E ROOSEVELT AVE
100,Grants,-107.825508,35.12748111,Dollar Tree 3231,Combination Grocery/Other,Grants,CIBOLA,1615 Vicki
98.97,Grants,-107.866039,35.15580649,ELENA SANDERS PRODUCE,Fruits/Veg Specialty,Grants,CIBOLA,1 WEST SANTA FE AVE
100,Grants,-107.8361345,35.16115334,Family Dollar Store 2957,Combination Grocery/Other,Grants,CIBOLA,698 E Roosevelt Ave
100,Grants,-107.8543922,35.15283234,Grants Farmer's Market,Farmers' Market,Grants,CIBOLA,523 W Santa Fe Ave
100,Grants,-107.8543922,35.15283234,Grants Farmers' Market,Farmers' Market,Grants,CIBOLA,523 W Santa Fe Ave
100,Grants,-107.8666555,35.15583607,HERNANDEZ PRODUCE,Fruits/Veg Specialty,Grants,CIBOLA,1424 W Santa Fe Ave
100,Grants,-107.8295715,35.16115999,J & L MEATS,Meat/Poultry Specialty,Grants,CIBOLA,819 E Roosevelt Ave
100,Grants,-107.8404578,35.14700281,Johnnys Kitchen And Pauls Bakery,Combination Grocery/Other,Grants,CIBOLA,801 E High St
100,Grants,-107.8507335,35.15349529,LA TIENDITA GROCERY,Unknown,Grants,CIBOLA,317 W Stephens Ave
100,Grants,-107.8423525,35.1468185,PURPLE MOUNTAIN PRODUCE INC,Fruits/Veg Specialty,Grants,CIBOLA,700 E Santa Fe Ave
100,Grants,-107.8295715,35.16115999,RIO GRANDE MEXICAN FOOD PRODUCTS,Meat/Poultry Specialty,Grants,CIBOLA,833 E Roosevelt Ave
100,Grants,-107.8295715,35.16115999,"RIO GRANDE MEXICAN FOODS, INC.",Meat/Poultry Specialty,Grants,CIBOLA,833 E Roosevelt Ave
98.94,Grants,-107.8361345,35.16115334,SMITHS 415,Super Store,Grants,CIBOLA,700 E Roosevelt Ave
96.55,Grants,-107.8743466,35.15888693,TEXACO TRAVEL CENTER,Unknown,Grants,CIBOLA,1628 SANTA FE
100,Grants,-107.8295715,35.16115999,TRES MARIAS BAKERY,Bakery Specialty,Grants,CIBOLA,831 E Roosevelt Ave
100,Grants,-107.8404578,35.14700281,TRES MARIAS BAKERY,Bakery Specialty,Grants,CIBOLA,801 E High St
100,Grants,-107.8404578,35.14700281,Tres Marias Bakery,Bakery Specialty,Grants,CIBOLA,801 E High St
100,Grants,-107.8272873,35.12941938,Walgreens 15607,Combination Grocery/Other,Grants,CIBOLA,1509 E Santa Fe Ave
100,Grants,-107.8251846,35.12635539,Walmart Supercenter 2652,Super Store,Grants,CIBOLA,1000 Robert Rd
93.97,Grants,-107.8361345,35.16115334,ZIA ROADSIDE MARKET,Fruits/Veg Specialty,Grants,CIBOLA,600 E ROSEVELT
100,Hagerman,-104.3227994,33.11404249,BOBCAT SUPERMARKET,Medium Grocery Store,Hagerman,CHAVES,101 E Argyle St
94.33,Hagerman,-104.3720999,33.0993824,Family Dollar Store 7684,Combination Grocery/Other,Hagerman,CHAVES,PO Box 479
100,Hagerman,-104.3227994,33.11404249,OK GROCERY,Large Grocery Store,Hagerman,CHAVES,101 E Argyle St
100,Hagerman,-104.3227994,33.11404249,TONY'S GROCERY,Large Grocery Store,Hagerman,CHAVES,101 E Argyle St
98.7,Hatch,-107.1767782,32.67380348,Dollar General Store 16331,Combination Grocery/Other,Hatch,DONA ANA,505 W Hall St
98.75,Hatch,-107.1855553,32.67823507,Family Dollar Store 6017,Combination Grocery/Other,Hatch,DONA ANA,548 Nm Hwy 187
98.65,Hatch,-107.1465394,32.66162473,FRUTAS SAN LORENZO,Fruits/Veg Specialty,Hatch,DONA ANA,508 HALL ST
98.83,Hatch,-107.1767782,32.67380348,FRUTAS SAN LORENZO,Fruits/Veg Specialty,Hatch,DONA ANA,303 WEST HALL ST.
98.7,Hatch,-107.1767782,32.67380348,JIMS SUPER MARKET,Large Grocery Store,Hatch,DONA ANA,150 W Hall St
94.08,Hatch,-107.1579727,32.6667497,LOERA PRODUCE,Small Grocery Store,Hatch,DONA ANA,PO Box 685
100,Hatch,-107.1569638,32.6652964,Village Market,Super Store,Hatch,DONA ANA,418 W Hall St
98.43,Espanola,-106.1130562,36.04861305,DOLLAR GENERAL 14151,Combination Grocery/Other,Hernandez,RIO ARRIBA,4 Del Sol Ln
100,Hernandez,-106.1190582,36.06106421,Family Dollar Store 7775,Combination Grocery/Other,Hernandez,RIO ARRIBA,19408 US Highway 84/285
98.67,Hernandez,-106.1287505,36.0798491,PADILLA'S FRUIT STAND,Small Grocery Store,Hernandez,RIO ARRIBA,1539 DR. NULL
100,Hernandez,-106.1220399,36.06672501,Romero's Fruit & Vegetable Stand,Combination Grocery/Other,Hernandez,RIO ARRIBA,19543 US Highway 84/285
96.69,High Rolls Mountain Park,-105.8285913,32.944084,HIGH ROLLS GENERAL STORE,Small Grocery Store,HIGH ROLLS,OTERO,PO BOX 209
96.61,Hillsboro,-107.5712596,32.9184153,COUNTRY BY WAYS MERCANTILE,Small Grocery Store,HILLSBORO,SIERRA,69 ROSA ST
94.59,Hobbs,-103.1276271,32.72673087,GOFF DAIRY,Combination Grocery/Other,Hobbs,LEA,3600 NORTH DAL PASO
87.5,Hobbs,-103.1846808,32.72569117,CVS Pharmacy 10148,Combination Grocery/Other,Hobbs,EDDY,715 W Bender Blvd
100,Hobbs,-103.144875,32.72850948,ALBERTSONS 680,Supermarket,Hobbs,LEA,2402 N Grimes St
100,Hobbs,-103.1276271,32.72677271,ALL AMERICAN MEAT AND PRODUCE,Supermarket,Hobbs,LEA,2322 N Dal Paso St
100,Hobbs,-103.1276271,32.72673087,ALLSUPS 145,Combination Grocery/Other,Hobbs,LEA,3709 N Dal Paso St
100,Hobbs,-103.1260982,32.72565546,Big Lots 4477,Combination Grocery/Other,Hobbs,LEA,903 E Bender Blvd
100,Hobbs,-103.1275646,32.72285876,Bimbo Bakeries 1712,Bakery Specialty,Hobbs,LEA,2004 N Dal Paso St
100,Hobbs,-103.136837,32.7070995,Carniceria El Tarahumara,Small Grocery Store,Hobbs,LEA,113 W Clinton St
100,Hobbs,-103.1331345,32.71118096,"CORNER GROCERY AND MARKET, INC.",Medium Grocery Store,Hobbs,LEA,301 E Sanger St
98.7,Hobbs,-103.1846808,32.72569117,CVS 10148,Combination Grocery/Other,Hobbs,LEA,715 W Bender Blvd
97.1,Hobbs,-103.1276271,32.72673087,DOLLAR GENERAL 10019,Combination Grocery/Other,Hobbs,LEA,730 N Dal Paso Ste
100,Hobbs,-103.130579,32.72581401,Dollar General 13270,Combination Grocery/Other,Hobbs,LEA,500 E Bender Blvd
